simulation,placebo_mean_R
1126,0.19222024405460433
1127,0.23668440512475417
1128,0.24742904098120014
1129,0.21244662400178924
1130,0.21977164474871777
1131,0.1971978180202554
1132,0.2553200957943892
1133,0.24525722894449165
1134,0.25942406007925484
1135,0.2082881059008311
1136,0.19102942202384535
1137,0.2780597507488899
1138,0.21010479468552004
1139,0.21337871610399298
1140,0.2334428000191167
1141,0.2004702609351578
1142,0.2415122267269903
1143,0.257064147792707
1144,0.23265607791336165
1145,0.1971978180202554
1146,0.23249860430244723
1147,0.18090957413189795
1148,0.23158664673523732
1149,0.18214929406640262
1150,0.2082881059008311
1151,0.2635701126749426
1152,0.21977164474871777
1153,0.23809261161747297
1154,0.1971978180202554
1155,0.19971528208109363
1156,0.18214929406640262
1157,0.23947770154842637
1158,0.17547750095812867
1159,0.2334428000191167
1160,0.1580568829398864
1161,0.24524914580618742
1162,0.2780597507488899
1163,0.20371186604079522
1164,0.25396733962237367
1165,0.2522363261904708
1166,0.24340071376980757
1167,0.27727302864313486
1168,0.20371186604079522
1169,0.23518627895628993
1170,0.23947770154842637
1171,0.25942406007925484
1172,0.23158664673523732
1173,0.22893063716970966
1174,0.234342575808485
1175,0.2694869269291524
1176,0.21337871610399298
1177,0.18090957413189795
1178,0.1580568829398864
1179,0.18818419559571228
1180,0.2552070595568783
1181,0.1822946640628514
1182,0.23668440512475417
1183,0.22799854506750586
1184,0.2412289017330991
1185,0.26080915001020827
1186,0.19095324139875086
1187,0.24631951193626098
1188,0.17997748202969416
1189,0.2393596142733265
1190,0.2178786971755585
1191,0.22891050263471577
1192,0.24201562383885422
1193,0.18630342980039458
1194,0.23108231467142423
1195,0.22392578048270975
1196,0.1896443320928919
1197,0.19095324139875086
1198,0.20371186604079522
1199,0.2063870751893676
1200,0.21512183315036154
1201,0.26278339056918754
1202,0.22754554723875622
1203,0.2298425947369195
1204,0.2093503888926005
1205,0.17499275987768814
1206,0.22384002696654773
1207,0.26731511489244386
1208,0.18353438399735605
1209,0.217104156847645
1210,0.2334428000191167
1211,0.19364091605259356
1212,0.27588793871218137
1213,0.22392578048270975
1214,0.2535072458250451
1215,0.18090957413189795
1216,0.19878318997888983
1217,0.2415122267269903
1218,0.23841541855665704
1219,0.20796529896164706
1220,0.23934041469028183
1221,0.2735280264256335
1222,0.2552070595568783
1223,0.20560035308361255
1224,0.19878318997888983
1225,0.2794448406798433
1226,0.2046928560467447
1227,0.22384002696654773
1228,0.17448936276582433
1229,0.17033522703183235
1230,0.27727302864313486
1231,0.25165015758921644
1232,0.22842576155427521
1233,0.2544081382271793
1234,0.2415122267269903
1235,0.2073560137986273
1236,0.2143351110446065
1237,0.18630342980039458
1238,0.24201562383885422
1239,0.19004843201789587
1240,0.17499275987768814
1241,0.20371186604079522
1242,0.22799854506750586
